category,concept,human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
furniture,comò,comò di legno,comò da ingresso,comò a specchio,comodino,comò in stile industriale,cassettiera,comò con specchio,comò esterno,comò a pié di letto,pettinato,mouse
furniture,comò,comodino,comò da notte,comò a mensola,comò a braccioli,comò classico,cassettone,comò con ante,comò d'acqua,comò fax,comò di stoviglie,macchina per scrivere
animals,coniglio,coniglio nano,coniglio nano,coniglio europeo,lepre,coniglio nano,coniglio selvatico,coniglio selvatico,coniglio selvatico,coniglio di cartone,coniglio selvatico,coniglio selvatico
animals,coniglio,coniglio bianco,coniglio gigante,coniglio di palude,cinghiale,coniglio domestico,coniglio d'india,coniglio domestico,conigliaccio,coniglio reale,coniglio domestico,coniglio selvatico americano
animals,coniglio,lepre,coniglio europeo,coniglio domestico,cervo,coniglio ariete,coniglio europeo,coniglio angora,coniglio domestico,coniglio bianco,coniglio di cappella,coniglio selvatico europeo
furnishings/fittings,cornice,cornice di legno,cornice per quadri,cornice per foto,cornice per finestre,cornice per foto,cornice pittorica,cornice per quadri,cornice di vetro,cornice di vetro,cornice interna,cornice modulare
furnishings/fittings,cornice,cornice barocca,cornice per specchio,cornice da quadro,cornice in legno,cornice da parete,cornice architettonica,cornice per foto,cornice di foto,cornice di casa,cornice a cavo,cornice d'angolo
furnishings/fittings,cornice,cornice di plastica,cornice per specchi,cornice fotografica,cornice per finestra,cornice in legno,cornice fotografica,cornice fotografica,cornice decorativa,tramezzo,cornice di legno,cornice di pietra
furniture,credenza,credenza di legno,armadio,credenza a muro,banca,credenza da cucina,armoire,credenza in stile rustico,armadio,armadio,tavolo,scaffale
furniture,credenza,vetrinetta,mobile,armadio,istituto di credito,credenza angolare,credenza a quattro gambe,credenza a giorno,buffet,cabinet,armadio,scrivania
furniture,credenza,credenza religiosa,credenza in legno,credenza da cucina,cassa di risparmio,credenza a muro,credenza industriale,credenza in stile shabby chic,credenza mobile,credenza a porta,cassetta,cassette
hobbies,cruciverba,cruciverba a schema libero,cruciverba classico,cruciverba a parole,puzzle,cruciverba classico,puzzola,cruciverba classico,croce di malta,1,*,1
hobbies,cruciverba,parole crociate,enigmistica,cruciverba a parole incrociate,anagramma,cruciverba a tema,indovinello a parole crociate,cruciverba a tema,2048,14,1. quiz,scacchiera
hobbies,cruciverba,rebus,cruciverba a schema variabile,cruciverba a parole chiuse,crocifisso,cruciverba tematico,puzzle a parole croce,cruciverba tematico,croce di giuda,5x5,anagrammi,scacchettone
kitchenware,cucchiaio,cucchiaino,cucchiaio da dessert,cucchiaio da tavola,cucchiaio di legno,cucchiaio da tavola,cucchiaio da tavola,cucchiaio da minestra,tazza,tazza,cucchiaio da bocca,cucchiaio da cucina
kitchenware,cucchiaio,cucchiaio da tè,cucchiaio da minestra,cucchiaio da dessert,cucchiaio da tavola,cucchiaio da cucina,cucchiaio da neonato,cucchiaio da tavola,piatto,colazione,bicchiere,cucchiaio da tavola
kitchenware,cucchiaio,cucchiaio di legno,cucchiaio da zuppa,cucchiaio da tè,cucchiaio da cucina,cucchiaio da dessert,cucchiaio da tazza,cucchiaio da dessert,piatti,spatola,cucchiaio per bocca,cucchiaio per bocca
housing buildings,cucina,cucina italiana,cucina a gas,cucina in muratura,forno,cucina americana,cucina moderna,fornello,fornace,frullatore,cucina americana,cucina da camere
housing buildings,cucina,cucina cinese,cucina etnica,cucina in acciaio,pentola,cucina lineare,cucina industriale,tostapane,forno,lavastoviglie,fornace,stoviglia
housing buildings,cucina,cucina vegetariana,cucina molecolare,cucina a gas,padella,cucina in muratura,cucina tradizionale,caffettiera,grattacielo,fornace,cucina mobile,stoviglie
body parts,cuore,cuore anatomico,cuore umano,cuore umano,cuore umano,cuore umano,cuore umano,cuore umano,cuore umano,simbolo del cuore,aorta,ventricolo
body parts,cuore,cuore umano,cuore di maiale,cuore di pesce,cardiologia,cuore artificiale,cuore di cristallo,cuore di pollo,cuore di legno,anatomia del cuore,ventricoli,corda
body parts,cuore,cuore spezzato,cuore di pollo,cuore di pomodoro,cuore di pietra,cuore sano,cuore di vetro,cuore di una stella,cuore di carta,"anatomia: cuore umano, cuore animali",cardiomioplastica,ventricoli
furnishings/fittings,cuscino,cuscino in memory foam,cuscino a forma di cuore,cuscino di piuma,cuscino da letto,cuscino da seduta,cuscino da letto,cuscino per il collo,cuscino da letto,cuscino da letto,cuscino da letto,cuscino per letto
furnishings/fittings,cuscino,cuscino di piuma,cuscino per il collo,cuscino di supporto,cuscino a forma di animale,cuscino da viaggio,cuscino da sedere,cuscino per la testa,cuscino da sedere,poltrona,cuscino a pelle,pillow
furnishings/fittings,cuscino,cuscino da divano,cuscino da viaggio,cuscino per la schiena,cuscino a forma di cuore,cuscino da orlo,cuscino per testa,cuscino per la schiena,cuscino da camicia,divano,cuscino per letto,cuscino da letto
animals,delfino,delfino comune,delfino comune,delfino comune,delfino comune,delfino comune,delfino comune,delfino comune,delfino comune,delfino bianco,delfino comune,squalo
animals,delfino,orca,stenella striata,delfino azzurro,delfino del mediterraneo,tursiops truncatus,common bottlenose dolphin,tursiops truncatus,delfino bianco,delfino grigio,delphinus capensis,delfino comune
animals,delfino,delfino rosa,stenella coeruleoalba,delfino del giappone,delfino del pacifico,delfino comune o delfino tursiope,delfino spada,delfino di risso,delfino rosso,delfino gigante,pesce,orca
furniture,divano,divano letto,divano letto,divano letto,divano a due posti,divano letto,divano a due posti,divano a due posti,poltrona,sofa,divano a sedere,divano da letto
furniture,divano,divano a due posti,divano a due posti,divano reclinabile,divano a cuscini,divano modulare,divano da giardino,divano a l,sofa,canape,divano a schiena,sofà
furniture,divano,divano ad angolo,divano a tre posti,divano a tre posti,divano a tre posti,divano reclinabile,divano a canape,divano chesterfield,canapé,poltrona,divano a tavola,divano-letto
plants,edera,edera rampicante,edera comune,edera per esterni,edera comune,edera comune,edera comune,hedera helix,edera comune,edera comune,acacia,acacia
plants,edera,edera velenosa,edera terrestre,edera pendula,edera di mare,edera giapponese,edera gialla,hedera colchica,edera americana,edera americana,eucalyptus,acanto
plants,edera,edera comune,edera canadese,edera per pareti,erba,edera variegata,edera bianca,edera comune,edera nera,edera variegata,pianta,acero
animals,elefante,elefante africano,elefante africano,elefante africano,elefante africano,africano,african elephant,elefante africano,elefante africano,elefante africano,elefante africano,elefante africano
animals,elefante,elefante indiano,elefante asiatico,elefante marino,elefante di sumatra,elefante africano,elefante africano,elefante marino,elefante asiatico,elefante africano indiano,african elephant,elefante asiatico
animals,elefante,elefante asiatico,elefante nano,elefante nano,elefante asiatico,asiatico,mammoth elephant,elefante asiatico,elefante africano meridionale,elefante asiatico,africa,elefante sudanese occidentale
vehicles,elicottero,elicottero militare,elicottero leggero,elicottero da trasporto,helicottero,elicottero da turismo,elicottero militare,elicottero da trasporto,elicottero militare,elicottero militare,bell 47,elicottero militare
vehicles,elicottero,elicottero del pronto soccorso,hughes 500,elicottero militare,aerei da trasporto,elicottero da addestramento,elicottero da trasporto,elicottero da combattimento,elicottero civile,elicottero da ricerca,elicottero militare,elicottero d'attacco
vehicles,elicottero,elicottero privato,westland lynx,elicottero da ricerca e soccorso,helicoptero,elicottero da trasporto,elicottero d'aggiustamento,elicottero da ricognizione,elicottero da ricognizione,elicottero da trasporto,helicoptero,elicottero da caccia
stationery,evidenziatore,evidenziatore giallo,pastello,evidenziatore a matita,pennarelli,evidenziatore a penna,"evidenziatore linguistico: highlighter, penna da segnalazione, marker",evidenziatore giallo,monitor,microfono,marker,penna
stationery,evidenziatore,evidenziatore verde,evidenziatore liquido,evidenziatore a sfera,pennarello,evidenziatore a secco,"evidenziatore di testo: penna da segnalibro, penna da sottoscritto, penna da sottolineare, penna da segnalare, penna da annotare",evidenziatore verde,camerino,fotocamera,penna,pennarello
stationery,evidenziatore,evidenziatore fluorescente,evidenziatore a liquido,evidenziatore a luce,matita,evidenziatore fluorescente,evidenziatore rosso,evidenziatore a gel,strumento di misura,stilizzazione di un pennello,ricerca,stilo
clothes,felpa,felpa con cappuccio,felpa con cappuccio,felpa da sci,seta,felpa con cappuccio,felpa antica,felpa con cappuccio,felpeggino,felpa bianca,birra,jeans
clothes,felpa,felpa con cerniera,felpa senza cappuccio,felpa da golf,cotone,felpa da running,felpa usata,felpa senza cappuccio,borsa,felpa con maniche lunghe,bicchierino,camisa
clothes,felpa,felpa senza cappuccio,felpa a maniche lunghe,felpa da ginnastica,lana,felpa da yoga,felpa greca,felpa unisex,scarpe da ginnastica,capo da lavoro,t-shirt,polo
plants,ficus,ficus benjamin,ficus aurea,ficus carica,ficus benghalensis,ficus benjamina,ficus lyrata,ficus benjamina,ficus benjamina,ficus benjamina,ficus benjamina,ficus benjamina
housing buildings,finestra,finestra a una anta,finestra a ghigliottina,finestra a ghigliena,finestra di comunicazione,finestra a battente,finestra a vetro singolo,finestra a battente,finestrella,finestra aperta,finestra aperta,porta
housing buildings,finestra,portafinestra,finestra scorrevole,finestra a sbarra,finestra singola,finestra a vasistas,finestra aperta,finestra scorrevole,finestra aperta,finestre aperte,finestra chiusa,vetro
housing buildings,finestra,finestra a battente,finestra a nastro,finestra a battente,finestra a muro,finestra a oculo,finestra chiusa,finestra panoramica,finestrino,finestra alta,griglia,muro
furnishings/fittings,fioriera,fioriera in terracotta,vaso,vaso di fiori,vaso,fioriera da interno,vaso fiori,vasi,fioraio,vase,fiori,pianta
furnishings/fittings,fioriera,fioriera in plastica,cesto,vaschetta,vaso da fiori,fioriera in plastica,urna fiori,fioriera da tavolo,bar,pianta,giardino,fiore
furnishings/fittings,fioriera,fioriera da balcone,ciotola,terracotta,vaso di vetro,fioriera in terracotta,tazza fiori,fioriera da esterno,ristorante,bambù,pianta,vasi
stationery,foglio,foglio A4,foglio di carta,carta da parati,carta,foglio di carta,foglio carta,foglio di carta,foglio di carta,foglio di carta,carta,carta
stationery,foglio,foglio a quadretti,foglio di via,carta,foglio di carta,foglio di plastica,carta da scrittura,foglio a4,carta,foglio di giornale,carta da telefono,carta da telefono
stationery,foglio,foglio a righe,foglio di alluminio,foglio di musica,foglio di velluto,foglio di gomma,foglio di carta igienica,foglio di plastica,certificazione,carta,carta da stampa,carta da scrittura
kitchenware,forbice,forbice con punta arrotondata,forbici da cucito,forbici da cucito,forbice da giardino,forbice da giardinaggio,forbice da tagliare il filo,forbici da cucina,forbice da taglio,forbice da taglio,forbice da taglio,forbice da taglio
kitchenware,forbice,cesoia,forbici da potatura,forbice da capelli,forbice a mano,forbice per capelli,forbice da cucito,forbici da giardino,forbice da barba,forbice da capelli,forbice da taglia,forbice da legno
kitchenware,forbice,forbice da sarto,forbici da sarto,forbici da unghie,forbice a manubrio,forbice chirurgica,forbice da taglio,forbici da potatura,forbici da cucinare,forbice da barba,forbice per capelli,pinza
kitchenware,forchetta,forchetta da dolce,forchetta da dessert,forchetta da pesce,forchetta da tavola,forchetta da tavola,forchetta da tavola,forchetta da insalata,forchetta da carne,fork,forchetta da cucina,forchetta da cucina
kitchenware,forchetta,forchetta da tavola,forchetta da pesce,forchetta da cocktail,forchetta da tavolo,forchetta da antipasto,forchetta da barbecue,forchetta da dessert,forchetta da pesce,forchetta da cucina,forchetta da tavola,cucchiaio
kitchenware,forchetta,forchetta da pesce,forchetta da insalata,forchetta da sushi,forchetta da bar,forchetta da spiedino,forchetta da frutta,forchetta da tavola,forchetta da pasta,forchetta da pasta,spiedo,spillo
foods,formaggio,parmigiano,asiago,parmigiano,parmigiano,cheddar,mozzarella,formaggio fresco,mozzarella,gouda,gorgonzola,caciocavallo
foods,formaggio,formaggio stagionato,brie,mozzarella,parmigiano-reggiano,parmigiano-reggiano,cheddar,cheddar,gorgonzola,parmigiano,pecorino,pecorino
foods,formaggio,brie,burrata,gruyère,gorgonzola,camembert,roquefort,formaggio stagionato,parmigiano,provolone,brie,formaggio di burro
furnishings/fittings,fotografia,fotografia in bianco e nero,autoritratto,fotocamera,fotografia a colori,ritratto,fotografia digitale,fotocamera,fotocamera,fotografo,fotocamera,fotografia digitale
furnishings/fittings,fotografia,fotografia digitale,ritratto,polaroid,fotografia sportiva,fotografia di architettura,fotografia underwater,ritratto,telecamera,fotografia in bianco e nero,fotografo,fotografia tradizionale
furnishings/fittings,fotografia,fotografia a colori,fotografia di viaggio,fotogramma,fotografia aerea,fotografia sportiva,fotografia panoramica,obiettivo,fotogiornalista,fotogiornale,cinecamera,scatta
foods,frutta,banana,mela,arance,arancia,mela,arancia,mela,arancia,mela,mela,mela
foods,frutta,mela,uva,mele,banana,ribes,mela,uva,mela,pomodoro,banana,mango
foods,frutta,arancia,arancia,albicocche,mela,more,mango,ciliegia,ananas,ananas,mango,prugne
vehicles,furgone,furgone camperizzato,ducato,furgone cargo,autobus,furgone per trasporto merci,furgone pieno,furgone per traslochi,fiat 500,furgone bianco,camioncino,camion
vehicles,furgone,van,furgoncino,furgone a cassetta,furgone a due o più posti,furgone isotermico,camionetta,furgone da lavoro,fiat panda,van,van,van
animals,gallo,gallo cedrone,gallo cedrone,gallo cedrone,gallina,gallo domestico,gallo domestico,gallina,gallina,gallina,gallo selvatico,gallina
animals,gallo,gallo nero,gallo bankiva,gallo di razza,gallo selvatico,gallo cedrone,gallo selvatico,pollo,gallo nero,gallo selvatico,gallina,coccodrillo
body parts,gamba,gamba del tavolo,gamba di legno,gamba anteriore,gamba di legno,zampa di animale,gamba destra,gambe umane,braccio,gambe di persona,gamba destra,femorale
body parts,gamba,gamba umana,gamba di un tavolo,ginocchio,gambe di tavolo,gamba di tavolo,gamba femorale,gamba di tavoli,ginocchio,gamba destra,g,leg
body parts,gamba,gamba di legno,gamba di un letto,caviglia,gambe di legno,gamba di sedia,gamba tibiale,gamba di un tavolo,gamba di camicia,gamba di legno,femorale,gamba sinistra
animals,gatto,gatto siamese,siamese,gatto domestico,gatto domestico,abissino,bengali,maine coon,gatto domestico,gatto domestico,domestico,gatto domestico
animals,gatto,gatto persiano,maine coon,gatto selvatico,gatto da caccia,abyssinian,persiano,siamese,gattino,gattino,felino domestico,domestico
animals,gatto,maine coon,siam,gatto egiziano,gatto selvatico,chartreux,siamese,bengalese,gatto selvatico,cane,cat,gatto di casa
plants,geranio,geranio rosso,geranio a foglie di quercia,geranio rosso,fiore,geranio zonale,geranio comune,geranio comune,geranio comune,geraniolo,geranium sanguineum,pelargonium
plants,geranio,edera,geranium maculatum,geranio cinese,rosa,geranio selvatico,geranio rosso,geranio zonal,geraniolo,geraniace,rosso,ipomma
plants,geranio,geranio rosa,geranio a fioritura continua,geranio a terra,viola,geranio di ivy,geranio zonale,geranio africano,rosa,fiore di geranio,big ben,'geranium'
clothes,giacca,giacca a vento,giacca a vento,giacca da pelle,giacca da uomo,blazer,giacca windbreaker,giacca a vento,giacca da uomo,giacca da uomo,bomber,cardigan
clothes,giacca,giacca di pelle,giacca sportiva,giacca da lavoro,giacca da donna,giacca in pelle,giacca gomma,giacca di pelle,bomba,giacca da moto,giacca-faccia,giacca da uomo
clothes,giacca,blazer,giacca da sci,giacca da golf,giacca da sera,cappotto,giacca a pelletteria,giacca a vento imbottita,giacca da neonato,giacca da lavoro,giacca sportiva,giubbino
clothes,gilet,doppiopetto,gilet antiproiettile,gilet di pelle,maglia,gilet senza maniche,gilet da motocicletta,gilet senza maniche,gilet di seta,vestiario,gilet pelle,giacca
clothes,gilet,monopetto,gilet imbottito,gilet da sci,camicia,gilet in pelle,gilet da caccia,gilet imbottito,cardigàn,vest,sport,gilet maschile
clothes,gilet,gilet elegante,bomber,gilet di pelliccia,gilet da polizia,gilet in pile,gilet da equitazione,gilet da lavoro,giubba gilet,vestito da uomo,gilet da moto,*gilet*
hobbies,gioco da tavola,monopoly,monopoli,scacchi,monoposto,monopoly,scacchi,monopoli,scopone,scacchiere,scacchiere,backgammon
hobbies,gioco da tavola,risiko,dama,monopoli,bingo,risiko,scopone,scacchi,scacchiere,poker,scacchi,scacchiere
hobbies,gioco da tavola,cluedo,scarabeo,scrabble,mancala,monopoli,rummikub,ticket to ride,rummikub,scopone,go,scacchi
hobbies,giornale,giornale quotidiano,quotidiano,corriere,quotidiano,quotidiano,quotidiano,quotidiano,corriere della sera,foglio,corriere della sera,quotidiano
hobbies,giornale,giornale sportivo,corriere della sera,gazzetta,quotidiani,settimanale,giornale online,gazzetta,gazzetta,notizia,*the new york times*,settimanale
hobbies,giornale,giornale settimanale,rotocalco,notiziario,settimanale,giornale locale,giornale gratuito,newsletter,quotidiano,articoli,quotidiano,giornale locale
animals,giraffa,giraffa africana,giraffa di rothschild,giraffa maschio,giraffa africana,giraffa reticolata,giraffa africana,giraffa reticulata,giraffa comune,giraffa stilizzata,giraffa in libertà,
animals,giraffa,giraffa reticolata,masai,giraffa femmina,giraffa nubiana,giraffa meridionale,giraffa maschio,giraffa di rothsch,giraffa domestica,giraffa reale,giraffa reticulata,
plants,girasole,girasole giallo,girasole comune,girasole selvatico,solare,girasole comune,girasole comune,girasole comune,girasole coltivato,girasole nero,girasole gigante,
clothes,giubotto,bomber,giubbotto antiproiettile,giubbotto da lavoro,giubotto a manubrio,giubbotto di pelle,giubbotto da motocicletta,giubbotto di pelle,giubbetto,giubbino,bomber,veste
clothes,giubotto,piumino,giacca,giubbotto da sci,giubotto da donna,giubbotto da caccia,giubbotto da reggiseno,giubbotto di jeans,giubbino,giubba,giubetto da lavoro,giubbotto
clothes,giubotto,giubotto di pelle,giubbotto termico,giubbotto da immersione,giubotto in pelle,giubbotto da lavoro,giubbotto da calcio,giubbotto impermeabile,giubbino da lavoro,giubbetto,giubotto sportivo,giubotto per uomo
stationery,gomma,gomma da masticare,da masticare,pneumatico,gomma auto,pneumatico,gomma da masticare,pneumatico,gomma da masticare,gomma da masticare,pneumatico,pneumatico
stationery,gomma,gomma da cancellare,naturale,gomma da masticare,gomma da strada,gomma da masticare,gomma adesiva,tappo,elastica,gomma da bocche,bicicletta,bicicletta
stationery,gomma,pneumatico,gomma da cancellare,gomma da cancellare,gomma da bicicletta,elastico,gomma elastica,pneumatici,gomma da cucina,penne,gomma bianca,gomma per biciclette
clothes,gonna,minigonna,minigonna,gonna lunga,gonna lunga,gonna a tubino,going-on,gonna a tubino,gonna be,skirt,vai,andare
clothes,gonna,gonna lunga,gonna a ruota,gonna a vita alta,gonna corta,gonna a campana,gonna bag,gonna a matita,gatta,"gonna, il personaggio di cartoon",andare,ginnastica
clothes,gonna,gonna di jeans,gonna a campana,gonna a pieghe,gonna da ballo,gonna a matita,vestito da sera,gonna lunga,gonne da neve,abracci,'gonna',stoviglie
stationery,graffetta,graffetta di metallo,graffetta da ufficio,griffa,carta da scrivere,graffetta standard,graffetta da cucina,graffetta a molla,aerosol,grafitti,tag,penna
stationery,graffetta,fermacarte,graffetta per capelli,spillo,penna,graffetta push pin,graffetta a penna,graffetta metallica,grafitti,spray,graffiti,bolla
stationery,graffetta,graffetta di plastica,graffetta per carta,graffetta da camicia,carta grattugiata,graffetta da cucito,penna da graffio,graffetta classica,frullatore,graffita,stencil,barcode
clothes,guanti,guanti da sci,da sci,guanti da lavoro,guanti da lavoro,guanti da boxe,guanti da cucina,guanti da lavoro,guanti da lavoro,guanti da lavoro,guanti da lavoro,guanti da lavoro
clothes,guanti,guanti di gomma,in lattice,guanti da neve,guanti da ginnastica,guanti da giardinaggio,guanti da lavoro,guanti da neve,guanti da pesca,guanto,guanti da lavaggio,guanti da moto
clothes,guanti,guanti di pelle,invernali,guanti da boxe,guanti da sci,guanti da lavoro,guanti da golf,guanti da guida,guanti da bagno,guanti di pelle,guanti da bagnanti,guanti da tennis
foods,insalata,iceberg,caprese,insalata di pollo,insalata mista,insalata greca,insalata mista,insalata mista,insalata di carote,broccoli,insalata mista,insalata mista
foods,insalata,insalata russa,di quinoa,insalata di tonno,insalata di rucola,insalata di pasta,insalata di pollo,insalata di pasta,insalata di finocchio,spinaci,insalata caprese,insalata di pasta
foods,insalata,insalata mista,di farro,rucola,insalata di lattuga,insalata caprese,insalata di pasta,insalata di riso,insalata di pomodoro,lettore,insalata di verdure,insalata di patate
furnishings/fittings,lampada,lampada a led,abat-jour,lampada a incandescenza,lampada da tavolo,lampada da tavolo,lampada a incandescente,lampada alogena,lampada a olio,lampada a led,lampada a incandescenza,lampada a incandescenza
furnishings/fittings,lampada,abat jour,lampada a sospensione,lampada a led,lampada a muro,lampada a sospensione,lampada standard,lampada a led,lampada led,lampada da tavolo,lampada led,lampada da tavolo
furnishings/fittings,lampada,lampada da tavolo,lampada da tavolo,lampada a olio,lampada da letto,lampada da terra,lampada led,lampada a sospensione,lampada da tavolo,lampada a luce led,lampada ad arco,lampada led
furnishings/fittings,lampadario,lampadario di cristallo,plafoniera,lampadario da soffitto,lampada,a sospensione,lampadario a catino,lampadario a bracci,lampadario a candela,lampada,lampada,chandelier
furnishings/fittings,lampadario,lampadario antico,candelabro,lampadario a sospensione,lampadario a candelabro,a braccio,lampadario a filo,a bracci,lampada,lampadario classico,lampada ad olio,lampada
furnishings/fittings,lampadario,lampadario moderno,abat-jour,lampadario a muro,lampadario a braccio,a parete,lampadario a led,a piantana,lampadario di tavolo,lampadario con candelabro,lampadario da tavolo,candelabro
foods,latte,latte intero,latte di cocco,latte vaccino,latte fresco,latte di mucca,latte fresco,latte intero,latte di latte,caffè latte,latte di vacca,latte fresco
foods,latte,latte scremato,latte di soia,latte di mandorla,latte in polvere,latte di ceci,latte condensato,latte di capra,latte macchiato,latte caldo,latte di latte,latte frappé
foods,latte,latte parzialmente scremato,latte di capra,latte intero,latte scremato,latte di farro,latte skim,latte scremato,latte frappé,latte freddo,latte cow,latte di latte
foods,legume,fagioli,fagiolo,fagioli,lenticchie,fagioli,fagioli,patata,fagioli,fagioli,fagioli,fagioli
foods,legume,lenticchie,pisello,piselli,fagioli,fagiolo,zucchine,sedano,carote,piselli,piselli,fagiolini
foods,legume,ceci,lenticchia,ceci,ceci,soia,broccoli,broccoli,piselli,carote,fave,piselli
animals,leone,leone africano,leone asiatico,leone del congo,leone reale,leone masai,leone africano,leone africano,leone di carta,leone reale,leone reale,leonessa
animals,leone,leone bianco,leone maschio,leone di nubia,leone africano,leone del transvaal,leone marino,leone delle caverne,leone femmina,reale,african leopard,leone maschio
animals,leone,leone asiatico,leone del congo,leone d'africa,leoni maschi,leone africano,leone di sudan,leone marino,leone marino,leone di carta,leone maschio,leone femmina
furniture,letto,letto matrimoniale,lettino,letto singolo,divano,letto a una piazza e mezza,letto matrimoniale,letto singolo,letto singolo,letto singolo,romanzo,sofà
furniture,letto,letto singolo,a castello,letto matrimoniale,cuscino,letto ortopedico,letto da gomma,letto matrimoniale,divano,caneletto,racconto,divano
