,category,concept_eng,concept,n_concept,n_concept_list,list,exemplar,count,avg_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability,outliers,classif,n_exemplars,llama3.1-70b,mixtral
249,HOBBIES,computer,COMPUTER,47,8,2,COMPUTER_fisso,29,1.896551724137931,0.90625,1,4,0.21875,0.8431329094786516,0.5112034499180469,False,few_exemplars,4,6.145755767822266,11.152593612670898
251,HOBBIES,computer,COMPUTER,47,8,2,COMPUTER_pc,4,2.25,0.125,1,5,0.0625,0.07847297408072797,0.08321761601655499,False,few_exemplars,4,6.020867824554443,10.434835433959961
250,HOBBIES,computer,COMPUTER,47,8,2,COMPUTER_mini,5,3.8,0.15625,3,6,0.0,0.03701560935668237,0.04835607875112821,False,few_exemplars,4,6.260563373565674,10.876097679138184
253,HOUSING BUILDINGS,living room,SOGGIORNO,159,14,1,SOGGIORNO_open space,6,2.0,0.1875,1,4,0.125,0.1407236595662348,0.1312661777326752,False,few_exemplars,2,6.217539310455322,10.072080612182617
254,HOUSING BUILDINGS,living room,SOGGIORNO,159,14,1,SOGGIORNO_salotto,4,1.5,0.125,1,2,0.0625,0.09153493877255696,0.06876617773267524,False,few_exemplars,2,5.8395843505859375,9.325403213500977
258,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_di plastica,20,1.6,0.625,1,4,0.40625,0.5849961274902714,0.4773302766339982,False,few_exemplars,6,6.026553630828857,9.333517074584961
256,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_di acciaio,17,1.88235294117647,0.53125,1,3,0.15625,0.4701671226196922,0.2547033579868716,False,few_exemplars,6,5.966632843017578,9.24931526184082
257,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_di metallo,5,1.6,0.15625,1,2,0.0625,0.1152535814506521,0.07189926659901286,False,few_exemplars,6,6.190127372741699,9.333640098571777
255,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_con manico,4,4.25,0.125,2,9,0.0,0.03223581944419265,0.06320742111427916,False,few_exemplars,6,6.166378021240234,9.27808666229248
259,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_di silicone,5,2.6,0.15625,2,4,0.0,0.06821638836165059,0.05342971838138213,False,few_exemplars,6,6.185582637786865,9.286273956298828
260,KITCHENWARE,colander,SCOLAPASTA,151,12,7,SCOLAPASTA_pieghevole,6,3.5,0.1875,2,5,0.0,0.06532175812194962,0.05164322983855197,False,few_exemplars,6,5.687819480895996,8.283275604248047
261,PLANTS,sunflower,GIRASOLE,82,2,12,GIRASOLE_giallo,8,1.125,0.25,1,2,0.21875,0.2412484844150604,0.2218830888663376,False,few_exemplars,1,5.767560958862305,10.35279655456543
263,STATIONERY,stapler,SPILLATRICE,162,1,1,SPILLATRICE_tascabile,6,1.833333333333333,0.1875,1,4,0.09375,0.1410670576273003,0.1259180276388946,False,few_exemplars,2,6.144861221313477,9.776026725769043
262,STATIONERY,stapler,SPILLATRICE,162,1,1,SPILLATRICE_manuale,5,1.6,0.15625,1,2,0.0625,0.1152535814506521,0.07189926659901286,False,few_exemplars,2,6.198901176452637,10.6847505569458
264,VEHICLES,van,FURGONE,72,3,5,FURGONE_camperizzato,9,2.666666666666667,0.28125,1,7,0.125,0.1990736289230264,0.1852118010636614,False,few_exemplars,2,6.01120662689209,9.170358657836914
265,VEHICLES,van,FURGONE,72,3,5,FURGONE_van,4,1.25,0.125,1,2,0.09375,0.1082674693862785,0.09688308886633762,False,few_exemplars,2,5.990019798278809,10.110986709594727
267,ANIMALS,bear,ORSO,116,1,7,ORSO_bruno,31,1.548387096774194,0.96875,1,3,0.53125,0.930053595741788,0.6494931560730623,False,medium_exemplars,8,5.898056983947754,11.983000755310059
273,ANIMALS,bear,ORSO,116,1,7,ORSO_polare,21,2.380952380952381,0.65625,1,6,0.21875,0.5661520206644121,0.4063752479956023,False,medium_exemplars,8,6.1674346923828125,10.70159912109375
266,ANIMALS,bear,ORSO,116,1,7,ORSO_bianco,14,2.285714285714286,0.4375,1,7,0.0625,0.3570733901130962,0.2931460789381936,False,medium_exemplars,8,5.938493728637695,10.730018615722656
268,ANIMALS,bear,ORSO,116,1,7,ORSO_grizzly,16,2.5625,0.5,1,5,0.125,0.4002464880877206,0.2532840524849952,False,medium_exemplars,8,5.943991184234619,8.862603187561035
270,ANIMALS,bear,ORSO,116,1,7,ORSO_nero,7,4.285714285714286,0.21875,3,6,0.0,0.06690994417719644,0.05369027763203709,False,medium_exemplars,8,6.073589324951172,11.123896598815918
269,ANIMALS,bear,ORSO,116,1,7,ORSO_marsicano,5,3.6,0.15625,2,5,0.0,0.04174833079545655,0.04174833079545655,False,medium_exemplars,8,6.000073432922363,9.874248504638672
272,ANIMALS,bear,ORSO,116,1,7,ORSO_panda,4,4.75,0.125,4,6,0.0,0.008397850262108876,0.02381979299841367,False,medium_exemplars,8,5.799706935882568,8.975529670715332
271,ANIMALS,bear,ORSO,116,1,7,ORSO_orsetto lavatore,4,4.25,0.125,3,5,0.0,0.01278831961144564,0.02172898464367373,False,medium_exemplars,8,5.898219108581543,8.504443168640137
275,BODY PARTS,head,TESTA,173,2,1,TESTA_grande,7,2.0,0.21875,1,7,0.15625,0.1806826409348954,0.1806826409348954,False,medium_exemplars,7,6.169388771057129,11.44494915008545
276,BODY PARTS,head,TESTA,173,2,1,TESTA_ovale,6,2.166666666666667,0.1875,1,3,0.0625,0.1195887740237646,0.08179416564210827,False,medium_exemplars,7,6.248018741607666,10.49458122253418
280,BODY PARTS,head,TESTA,173,2,1,TESTA_rotonda,5,2.2,0.15625,1,4,0.03125,0.08957148931855517,0.07793549702517308,False,medium_exemplars,7,6.336170673370361,10.746466636657715
274,BODY PARTS,head,TESTA,173,2,1,TESTA_dura,5,1.6,0.15625,1,2,0.0625,0.1152535814506521,0.07189926659901286,False,medium_exemplars,7,6.15577507019043,11.76424789428711
279,BODY PARTS,head,TESTA,173,2,1,TESTA_quadrata,4,2.5,0.125,1,5,0.03125,0.06174044346700645,0.06955214316677236,False,medium_exemplars,7,6.1543192863464355,11.373339653015137
277,BODY PARTS,head,TESTA,173,2,1,TESTA_pelata,4,2.0,0.125,1,3,0.0625,0.07598844271241811,0.06876617773267524,False,medium_exemplars,7,6.420464992523193,11.738038063049316
278,BODY PARTS,head,TESTA,173,2,1,TESTA_piccola,5,2.2,0.15625,2,3,0.0,0.08023300764396488,0.04271268503871928,False,medium_exemplars,7,6.136277198791504,10.935897827148438
283,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_a maniche corte,15,2.066666666666667,0.46875,1,5,0.21875,0.4016886550957593,0.3132519122461087,False,medium_exemplars,12,6.158083438873291,10.21537971496582
284,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_a maniche lunghe,16,2.375,0.5,1,6,0.09375,0.4114462516164842,0.2999269901278597,False,medium_exemplars,12,6.193988800048828,10.010602951049805
288,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_con scollo a v,14,3.142857142857143,0.4375,1,7,0.125,0.3158618898656998,0.2411084161214442,False,medium_exemplars,12,6.249477863311768,9.6095609664917
285,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_bianca,6,3.166666666666667,0.1875,1,9,0.09375,0.1148537677806093,0.1276584128413102,False,medium_exemplars,12,5.905625820159912,9.583887100219727
286,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_colorata,9,4.0,0.28125,2,8,0.0,0.1357855398664617,0.1245900448510315,False,medium_exemplars,12,6.301881313323975,10.678236961364746
292,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_polo,7,4.714285714285714,0.21875,1,8,0.0625,0.09001588018719149,0.09657909878941068,False,medium_exemplars,12,5.970160007476807,10.552498817443848
282,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_a girocollo,5,2.8,0.15625,1,5,0.03125,0.07175741410274582,0.07175741410274582,False,medium_exemplars,12,5.789713382720947,9.928387641906738
289,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_con stampa,5,3.8,0.15625,2,7,0.0,0.0439342842411259,0.06336247875054775,False,medium_exemplars,12,6.1609930992126465,10.078351974487305
290,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_in cotone,4,5.75,0.125,1,9,0.03125,0.03230807950730202,0.04737352233097376,False,medium_exemplars,12,6.232466697692871,12.297492980957031
287,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_con maniche a tre quarti,4,3.5,0.125,2,5,0.0,0.02585028430327464,0.03618042292755348,False,medium_exemplars,12,6.189897537231445,9.597297668457031
291,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_oversize,4,4.75,0.125,3,6,0.0,0.01033139858009218,0.02551289803191123,False,medium_exemplars,12,5.9289445877075195,8.911823272705078
281,CLOTHES,t-shirts,T-SHIRT,163,10,7,T-SHIRT_a collo alto,5,6.0,0.15625,4,7,0.0,0.01107801886051841,0.0253546059878317,False,medium_exemplars,12,6.122150897979736,11.39758586883545
297,FOODS,salad,INSALATA,88,2,3,INSALATA_iceberg,18,3.166666666666667,0.5625,1,7,0.1875,0.4366264608080093,0.3219548109734636,False,medium_exemplars,17,5.717751502990723,9.460731506347656
306,FOODS,salad,INSALATA,88,2,3,INSALATA_russa,11,4.181818181818182,0.34375,1,17,0.21875,0.2511385986900265,0.2661227980931344,False,medium_exemplars,17,6.084964275360107,9.930410385131836
300,FOODS,salad,INSALATA,88,2,3,INSALATA_mista,10,3.4,0.3125,1,15,0.125,0.2220580219566615,0.2418427039059748,False,medium_exemplars,17,6.10427188873291,10.079607963562012
299,FOODS,salad,INSALATA,88,2,3,INSALATA_lattuga,14,3.0,0.4375,1,7,0.0625,0.3173705778050909,0.2339633014717857,False,medium_exemplars,17,5.555513381958008,9.00645923614502
305,FOODS,salad,INSALATA,88,2,3,INSALATA_rucola,17,4.588235294117647,0.53125,1,9,0.03125,0.3284699962567059,0.2175881395164162,False,medium_exemplars,17,5.507575988769531,8.884407043457031
303,FOODS,salad,INSALATA,88,2,3,INSALATA_riccia,10,3.3,0.3125,1,8,0.03125,0.19399882969029,0.1744788863037898,False,medium_exemplars,17,5.870139122009277,10.288451194763184
298,FOODS,salad,INSALATA,88,2,3,INSALATA_indivia,8,4.875,0.25,3,12,0.0,0.09330811716785004,0.1277039707154858,False,medium_exemplars,17,5.90364408493042,8.72702693939209
293,FOODS,salad,INSALATA,88,2,3,INSALATA_caesar salad,5,5.8,0.15625,2,20,0.0,0.06264904307182796,0.1107248240778972,False,medium_exemplars,17,5.744527816772461,8.41014575958252
304,FOODS,salad,INSALATA,88,2,3,INSALATA_romana,8,2.875,0.25,1,5,0.03125,0.1448978823171861,0.1048047481639617,False,medium_exemplars,17,5.85795783996582,10.362013816833496
302,FOODS,salad,INSALATA,88,2,3,INSALATA_radicchio,8,5.875,0.25,2,11,0.0,0.06734319699006772,0.09458024219670227,False,medium_exemplars,17,5.550327777862549,8.73731803894043
296,FOODS,salad,INSALATA,88,2,3,INSALATA_greca,4,7.75,0.125,1,21,0.03125,0.04608159610294174,0.07791253302174034,False,medium_exemplars,17,6.281332969665527,10.540109634399414
295,FOODS,salad,INSALATA,88,2,3,INSALATA_di riso,5,7.8,0.15625,2,16,0.0,0.03307066674787411,0.07692258146002014,False,medium_exemplars,17,6.0034074783325195,11.399889945983887
309,FOODS,salad,INSALATA,88,2,3,INSALATA_valeriana,9,4.888888888888889,0.28125,2,7,0.0,0.1010188500955614,0.07512052495807113,False,medium_exemplars,17,5.864658832550049,10.813838958740234
294,FOODS,salad,INSALATA,88,2,3,INSALATA_di pollo,4,5.25,0.125,2,12,0.0,0.03049724019501952,0.06738078227918563,False,medium_exemplars,17,6.0549798011779785,10.382477760314941
301,FOODS,salad,INSALATA,88,2,3,INSALATA_misticanza,4,6.75,0.125,1,11,0.03125,0.03275162848322139,0.05078011457851115,False,medium_exemplars,17,5.68887996673584,8.717222213745117
307,FOODS,salad,INSALATA,88,2,3,INSALATA_scarola,5,4.6,0.15625,4,7,0.0,0.02326368260842693,0.04271268503871928,False,medium_exemplars,17,5.871212959289551,8.856247901916504
308,FOODS,salad,INSALATA,88,2,3,INSALATA_songino,5,4.8,0.15625,4,5,0.0,0.01810026333325354,0.01810026333325354,False,medium_exemplars,17,6.428950309753418,9.519797325134277
310,FURNISHINGS/FITTINGS,picture,QUADRO,138,8,8,QUADRO_astratto,9,2.888888888888889,0.28125,1,7,0.125,0.190286168272102,0.1759666603772952,False,medium_exemplars,8,5.827900409698486,11.124444007873535
313,FURNISHINGS/FITTINGS,picture,QUADRO,138,8,8,QUADRO_elettrico,7,1.285714285714286,0.21875,1,2,0.15625,0.1988491041371155,0.1625161777326752,False,medium_exemplars,8,5.880518913269043,10.473800659179688
316,FURNISHINGS/FITTINGS,picture,QUADRO,138,8,8,QUADRO_ritratto,9,3.555555555555556,0.28125,1,8,0.0625,0.1675602793685418,0.1595849172199899,False,medium_exemplars,8,5.65186882019043,9.341113090515137
312,FURNISHINGS/FITTINGS,picture,QUADRO,138,8,8,QUADRO_dipinto,6,1.5,0.1875,1,2,0.09375,0.1529328417662743,0.1031492665990129,False,medium_exemplars,8,5.8231306076049805,9.444694519042969
314,FURNISHINGS/FITTINGS,picture,QUADRO,138,8,8,QUADRO_natura morta,5,5.2,0.15625,2,10,0.0,0.03255227619770448,0.06603200125148909,False,medium_exemplars,8,5.655365467071533,8.923555374145508
311,FURNISHINGS/FITTINGS,picture,QUADRO,138,8,8,QUADRO_con cornice,5,3.0,0.15625,1,5,0.03125,0.06406778599562386,0.06406778599562386,False,medium_exemplars,8,6.207163333892822,10.159936904907227
317,FURNISHINGS/FITTINGS,picture,QUADRO,138,8,8,QUADRO_su tela,5,3.6,0.15625,1,6,0.03125,0.05404371913839461,0.06256046846646347,False,medium_exemplars,8,6.140558242797852,10.688915252685547
315,FURNISHINGS/FITTINGS,picture,QUADRO,138,8,8,QUADRO_paesaggistico,5,4.2,0.15625,3,7,0.0,0.03380983713243849,0.05342971838138213,False,medium_exemplars,8,5.642852306365967,10.226318359375
325,FURNITURE,bed,LETTO,94,12,1,LETTO_matrimoniale,36,3.194444444444445,1.125,1,10,0.25,0.9839974003409944,0.7306357997419775,False,medium_exemplars,9,6.317146301269531,10.50970458984375
326,FURNITURE,bed,LETTO,94,12,1,LETTO_singolo,29,3.034482758620689,0.90625,1,10,0.1875,0.7777309394725676,0.60348457962823,False,medium_exemplars,9,6.314914703369141,11.25801944732666
319,FURNITURE,bed,LETTO,94,12,1,LETTO_a castello,21,3.238095238095238,0.65625,1,10,0.3125,0.529366354474523,0.4452955148868213,False,medium_exemplars,9,6.07312536239624,11.726778984069824
320,FURNITURE,bed,LETTO,94,12,1,LETTO_a una piazza e mezza,18,4.166666666666667,0.5625,2,11,0.0,0.3787110270249397,0.2957201622738703,False,medium_exemplars,9,6.041752338409424,10.420112609863281
318,FURNITURE,bed,LETTO,94,12,1,LETTO_a baldacchino,5,4.0,0.15625,1,8,0.0625,0.07038914423218719,0.08333931338116667,False,medium_exemplars,9,6.000473976135254,9.980498313903809
324,FURNITURE,bed,LETTO,94,12,1,LETTO_king size,7,4.428571428571429,0.21875,2,7,0.0,0.07008089436960427,0.07008089436960427,False,medium_exemplars,9,6.219827175140381,10.009143829345703
322,FURNITURE,bed,LETTO,94,12,1,LETTO_alla francese,6,3.333333333333333,0.1875,2,5,0.0,0.07259565201015,0.05933285794567392,False,medium_exemplars,9,6.257816314697266,9.361344337463379
321,FURNITURE,bed,LETTO,94,12,1,LETTO_ad acqua,5,4.4,0.15625,2,7,0.0,0.03473765506280264,0.05243855303359197,False,medium_exemplars,9,6.404102802276611,10.349349021911621
323,FURNITURE,bed,LETTO,94,12,1,LETTO_divano,7,5.0,0.21875,4,7,0.0,0.04989977237736468,0.04989977237736468,False,medium_exemplars,9,6.1224045753479,11.08012580871582
330,HOBBIES,reader,LETTORE,95,2,11,LETTORE_cd,16,1.9375,0.5,1,5,0.25,0.4398747807042659,0.348828903421301,False,medium_exemplars,10,6.254665851593018,10.851926803588867
334,HOBBIES,reader,LETTORE,95,2,11,LETTORE_dvd,17,2.352941176470588,0.53125,1,4,0.125,0.4425558977611891,0.252643083881718,False,medium_exemplars,10,5.98415994644165,10.46031665802002
335,HOBBIES,reader,LETTORE,95,2,11,LETTORE_mp3,8,2.875,0.25,1,5,0.0625,0.1473487311182563,0.1107805929066224,False,medium_exemplars,10,6.077557563781738,10.297273635864258
328,HOBBIES,reader,LETTORE,95,2,11,LETTORE_attento,5,1.8,0.15625,1,3,0.09375,0.1135397980861908,0.1000161777326752,False,medium_exemplars,10,6.198319435119629,10.847116470336914
336,HOBBIES,reader,LETTORE,95,2,11,LETTORE_usb,4,1.5,0.125,1,3,0.09375,0.1004942213562091,0.09688308886633762,False,medium_exemplars,10,6.1493401527404785,10.63023853302002
332,HOBBIES,reader,LETTORE,95,2,11,LETTORE_di libri,4,4.25,0.125,1,12,0.0625,0.06925101808422213,0.08620316815017631,False,medium_exemplars,10,6.1745805740356445,11.403712272644043
327,HOBBIES,reader,LETTORE,95,2,11,LETTORE_assiduo,4,2.25,0.125,1,3,0.03125,0.0592559120986966,0.04741107677577065,False,medium_exemplars,10,6.200599670410156,11.155810356140137
333,HOBBIES,reader,LETTORE,95,2,11,LETTORE_distratto,4,3.0,0.125,2,4,0.0,0.0353011165052322,0.0353011165052322,False,medium_exemplars,10,6.080418586730957,9.851542472839355
329,HOBBIES,reader,LETTORE,95,2,11,LETTORE_blu-ray,5,4.0,0.15625,3,5,0.0,0.03162388368676914,0.03162388368676914,False,medium_exemplars,10,6.0004777908325195,9.747425079345703
331,HOBBIES,reader,LETTORE,95,2,11,LETTORE_di codici a barre,4,5.5,0.125,4,7,0.0,0.005578881262791058,0.02436897387167261,False,medium_exemplars,10,5.994796276092529,10.174661636352539
340,HOUSING BUILDINGS,ceiling,SOFFITTO,158,8,5,SOFFITTO_alto,11,1.727272727272727,0.34375,1,4,0.21875,0.2997568544730869,0.2540511165052322,False,medium_exemplars,8,6.188992977142334,9.679574012756348
338,HOUSING BUILDINGS,ceiling,SOFFITTO,158,8,5,SOFFITTO_a cupola,8,2.75,0.25,1,7,0.125,0.1688729093223844,0.1624403563388069,False,medium_exemplars,8,5.890565872192383,9.81042194366455
344,HOUSING BUILDINGS,ceiling,SOFFITTO,158,8,5,SOFFITTO_di legno,8,3.25,0.25,1,7,0.0625,0.1457528164252006,0.1372413260388576,False,medium_exemplars,8,6.103419780731201,9.968295097351074
343,HOUSING BUILDINGS,ceiling,SOFFITTO,158,8,5,SOFFITTO_contro,8,2.25,0.25,1,4,0.0625,0.175817223902375,0.1268360552777892,False,medium_exemplars,8,6.3114752769470215,10.984746932983398
339,HOUSING BUILDINGS,ceiling,SOFFITTO,158,8,5,SOFFITTO_a volta,7,2.142857142857143,0.21875,1,4,0.0625,0.1508110246350471,0.1159297183813821,False,medium_exemplars,8,5.982699394226074,10.739947319030762
337,HOUSING BUILDINGS,ceiling,SOFFITTO,158,8,5,SOFFITTO_a cassettoni,6,2.5,0.1875,1,5,0.03125,0.1078496063660067,0.09703156936008513,False,medium_exemplars,8,5.874418258666992,9.761234283447266
341,HOUSING BUILDINGS,ceiling,SOFFITTO,158,8,5,SOFFITTO_basso,6,2.166666666666667,0.1875,1,3,0.03125,0.1153402818340564,0.06720087486196148,False,medium_exemplars,8,6.089779853820801,9.244830131530762
342,HOUSING BUILDINGS,ceiling,SOFFITTO,158,8,5,SOFFITTO_con travi,4,3.25,0.125,2,6,0.0,0.03645532796375018,0.05504203674441156,False,medium_exemplars,8,6.451028347015381,10.69241714477539
345,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_a pressione,20,1.5,0.625,1,4,0.46875,0.5917620179191314,0.5066332223212432,False,medium_exemplars,10,6.19858455657959,12.124957084655762
347,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_antiaderente,8,4.125,0.25,1,11,0.09375,0.1469011024890801,0.161057435703255,False,medium_exemplars,10,6.117413520812988,9.875815391540527
353,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_pentolino,8,4.125,0.25,2,9,0.0,0.1090161437613677,0.1189897978362021,False,medium_exemplars,10,5.835424423217773,10.971632957458496
352,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_padella,8,1.875,0.25,1,3,0.0625,0.1911902397064926,0.1151075840818147,False,medium_exemplars,10,5.963564872741699,10.349321365356445
349,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_di acciaio,6,3.166666666666667,0.1875,1,6,0.03125,0.09125508131025284,0.09125508131025284,False,medium_exemplars,10,6.148368835449219,10.19754695892334
354,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_wok,4,3.25,0.125,1,9,0.0625,0.07708526119157655,0.0890748565779308,False,medium_exemplars,10,5.910288333892822,9.738336563110352
350,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_di rame,6,3.5,0.1875,1,6,0.03125,0.0793892971712788,0.0793892971712788,False,medium_exemplars,10,6.326478004455566,11.013900756835938
351,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_di terracotta,5,6.0,0.15625,2,11,0.0,0.02956299036683296,0.06341353743289302,False,medium_exemplars,10,6.035981178283691,10.387292861938477
348,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_casseruola,4,2.5,0.125,1,4,0.03125,0.05564477960882516,0.05564477960882516,False,medium_exemplars,10,5.740834712982178,8.897873878479004
346,KITCHENWARE,pot,PENTOLA,127,7,11,PENTOLA_alta,4,3.75,0.125,2,5,0.0,0.0241727001313865,0.03374560392598801,False,medium_exemplars,10,6.184097766876221,10.351564407348633
358,PLANTS,fir,ABETE,1,9,5,ABETE_rosso,12,1.583333333333333,0.375,1,4,0.25,0.3379666186026394,0.2889122489951036,False,medium_exemplars,4,6.160800933837891,11.660734176635742
356,PLANTS,fir,ABETE,1,9,5,ABETE_bianco,13,1.615384615384615,0.40625,1,3,0.1875,0.3635961801879308,0.2500024831249101,False,medium_exemplars,4,6.010290145874023,11.098569869995117
357,PLANTS,fir,ABETE,1,9,5,ABETE_di natale,8,1.125,0.25,1,2,0.21875,0.2412484844150604,0.2218830888663376,False,medium_exemplars,4,5.771881580352783,10.529696464538574
355,PLANTS,fir,ABETE,1,9,5,ABETE_albero,4,1.5,0.125,1,3,0.09375,0.1004942213562091,0.09688308886633762,False,medium_exemplars,4,5.999562740325928,10.137681007385254
366,STATIONERY,ruler,RIGHELLO,141,8,11,RIGHELLO_squadra,14,2.5,0.4375,1,8,0.09375,0.3483393022453133,0.2984297581552085,False,medium_exemplars,8,5.946308612823486,10.798186302185059
365,STATIONERY,ruler,RIGHELLO,141,8,11,RIGHELLO_riga,9,1.777777777777778,0.28125,1,3,0.15625,0.2324453491622453,0.1755441656421083,False,medium_exemplars,8,6.207942962646484,11.842535018920898
361,STATIONERY,ruler,RIGHELLO,141,8,11,RIGHELLO_di plastica,8,2.625,0.25,1,6,0.125,0.1757854648337757,0.1634475116886577,False,medium_exemplars,8,6.070048809051514,10.50662899017334
362,STATIONERY,ruler,RIGHELLO,141,8,11,RIGHELLO_goniometro,7,1.857142857142857,0.21875,1,3,0.09375,0.1653840429096725,0.1198059758188661,False,medium_exemplars,8,5.553765296936035,9.904592514038086
360,STATIONERY,ruler,RIGHELLO,141,8,11,RIGHELLO_di metallo,4,3.25,0.125,2,7,0.0,0.04386652802585525,0.06703174507201087,False,medium_exemplars,8,6.23140287399292,10.689865112304688
359,STATIONERY,ruler,RIGHELLO,141,8,11,RIGHELLO_corto,4,2.25,0.125,1,4,0.03125,0.06341802763889459,0.06341802763889459,False,medium_exemplars,8,5.9741740226745605,11.312060356140137
364,STATIONERY,ruler,RIGHELLO,141,8,11,RIGHELLO_metro,4,2.25,0.125,1,4,0.03125,0.06341802763889459,0.06341802763889459,False,medium_exemplars,8,6.289791584014893,10.782458305358887
363,STATIONERY,ruler,RIGHELLO,141,8,11,RIGHELLO_lungo,5,2.2,0.15625,1,3,0.03125,0.08620885238662557,0.05730597581886607,False,medium_exemplars,8,5.917088985443115,10.437621116638184
374,VEHICLES,train,TRENO,180,14,8,TRENO_regionale,23,2.478260869565217,0.71875,1,7,0.3125,0.624171962803384,0.4771433574634362,False,medium_exemplars,8,6.221619129180908,11.659981727600098
368,VEHICLES,train,TRENO,180,14,8,TRENO_ad alta velocità,16,2.5625,0.5,1,8,0.09375,0.4038012569673981,0.3308253934175902,False,medium_exemplars,8,5.614203453063965,8.296807289123535
367,VEHICLES,train,TRENO,180,14,8,TRENO_a vapore,11,2.272727272727273,0.34375,1,7,0.21875,0.2795689770535519,0.2598217613341998,False,medium_exemplars,8,6.082179546356201,12.016053199768066
372,VEHICLES,train,TRENO,180,14,8,TRENO_merci,12,4.416666666666667,0.375,1,8,0.03125,0.1987330721221746,0.1478285747545072,False,medium_exemplars,8,6.276738166809082,11.259719848632812
370,VEHICLES,train,TRENO,180,14,8,TRENO_frecciarossa,7,2.857142857142857,0.21875,1,5,0.0625,0.1248510408972361,0.1042483307954566,False,medium_exemplars,8,5.755866050720215,8.443855285644531
371,VEHICLES,train,TRENO,180,14,8,TRENO_intercity,8,3.625,0.25,1,6,0.03125,0.11937163027564,0.09511295673751358,False,medium_exemplars,8,5.994915962219238,10.00838851928711
369,VEHICLES,train,TRENO,180,14,8,TRENO_elettrico,6,3.833333333333333,0.1875,2,7,0.0,0.07215562817696809,0.08152340872113681,False,medium_exemplars,8,5.815108299255371,9.227187156677246
373,VEHICLES,train,TRENO,180,14,8,TRENO_notturno,6,4.166666666666667,0.1875,2,7,0.0,0.05484590584929733,0.06548412976357373,False,medium_exemplars,8,5.982962131500244,10.475120544433594
